MediaId,DirectorId
775,506
776,507
777,508
778,509
778,510
779,0
780,511
781,0
782,512
783,513
784,514
785,515
786,0
787,516
788,517
789,518
790,0
791,519
792,520
793,521
794,522
795,523
796,0
797,524
798,525
799,526
800,249
801,527
802,528
803,529
804,530
805,531
806,0
807,532
808,532
809,516
810,533
811,413
812,534
813,535
814,0
815,536
816,537
817,538
818,539
819,540
820,249
821,0
822,541
823,542
824,543
825,544
826,0
827,545
828,546
829,547
830,548
831,0
832,549
832,550
833,551
834,0
835,552
836,0
837,553
838,0
839,554
840,459
841,555
842,556
843,0
844,0
845,557
846,558
847,559
848,0
849,0
850,0
851,560
852,0
853,0
854,561
855,0
856,0
857,562
858,0
0,563
860,564
861,565
862,51
863,0
864,566
865,149
866,567
867,568
867,569
868,570
869,0
870,0
871,571
872,572
873,573
874,574
875,0
876,575
877,0
878,576
879,577
880,578
881,0
882,579
883,580
884,0
885,0
886,581
887,582
888,583
889,0
890,584
891,0
892,585
893,586
894,587
895,588
896,589
897,0
898,590
899,591
900,592
901,0
902,593
903,0
904,594
905,595
906,596
907,597
908,598
909,0
910,599
911,600
912,601
913,0
914,602
915,603
916,604
917,605
918,606
918,607
919,0
920,608
921,0
922,0
923,609
924,0
925,610
926,0
927,611
928,0
929,612
930,613
931,533
932,614
933,615
934,84
935,616
936,617
936,618
936,619
937,0
938,620
939,620
940,620
941,620
942,620
943,249
944,621
945,622
946,623
947,624
948,625
949,626
950,627
951,628
952,629
953,630
954,631
955,632
955,633
956,634
957,635
958,0
959,177
960,636
961,637
962,638
962,639
963,640
964,0
965,641
965,642
966,0
967,643
968,0
969,0
970,644
971,645
972,646
973,0
974,647
975,648
976,0
977,649
978,650
979,651
980,652
980,653
981,652
982,654
983,655
984,656
985,657
986,658
987,658
988,659
989,660
990,661
991,651
992,662
993,663
993,664
994,0
995,208
996,597
996,665
997,666
998,0
999,0
1000,667
1001,668
1002,669
1003,670
1004,0
1005,0
1006,0
1007,620
1008,620
1009,620
1010,671
1010,672
1011,0
1012,0
1013,0
1014,673
1015,0
1016,674
1017,675
1018,676
1019,677
1020,678
1021,679
1022,680
1022,681
1023,682
1024,683
1024,684
1024,685
1024,686
1025,687
1026,0
1027,688
1028,689
1029,0
1030,690
1031,575
1032,691
1033,0
1034,692
1035,693
1035,694
1036,695
1037,696
1037,697
1038,698
1039,0
1040,699
1041,0
1042,700
1042,701
1043,702
1044,0
1045,0
1046,0
1047,703
1048,0
1049,0
1050,0
1051,704
1052,0
1053,241
1054,705
1055,587
1056,706
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,707
1068,708
1069,0
1070,709
1071,710
1072,620
1073,620
1074,620
1075,620
1076,711
1076,712
1076,713
1076,714
1076,715
1076,716
1076,717
1077,620
1078,620
1079,620
1080,0
1081,718
1082,0
1083,0
1084,719
1085,0
1086,720
1087,721
1088,356
1089,722
1090,723
1090,724
1091,725
1092,0
1093,0
1094,0
1095,0
1096,0
1097,726
1098,727
1099,728
1100,729
1101,730
1102,731
1103,732
1104,733
1105,191
1106,734
1107,735
1107,736
1108,737
1109,738
1110,739
1110,740
1111,741
1112,742
1113,743
0,624
1115,744
1116,745
1117,0
1118,746
1119,747
1120,748
1121,749
1122,23
1123,750
1124,0
1125,751
1126,0
1127,752
1128,0
1129,753
1130,0
1131,532
1132,532
1133,532
1134,516
1135,754
1135,755
1136,756
1137,757
1137,758
1138,759
1139,760
1140,761
1141,762
1142,199
1143,763
1144,0
1145,764
1146,765
1147,766
1148,767
1149,0
1150,0
1151,768
1152,769
1153,0
1154,770
1155,771
1156,772
1157,773
1158,0
1159,0
1160,774
1161,775
1162,0
1163,776
1164,0
1165,777
1166,778
1167,0
1168,779
1169,0
1170,0
1171,780
1172,781
1173,782
1174,783
1175,0
1176,414
1177,784
1178,785
1179,786
1180,0
1181,0
1182,0
1183,0
1184,787
1185,788
1186,789
1187,0
1188,790
1189,791
1190,792
1191,793
1192,794
1192,795
1193,796
1194,587
1195,797
1196,798
1197,799
1198,800
1199,801
1200,802
1201,0
1202,0
1203,803
1204,30
1205,804
1206,0
1207,0
1208,805
1209,806
1210,807
1211,0
1212,808
1213,809
1214,0
1215,810
1216,811
1217,812
1218,0
1219,813
1220,814
1221,815
1222,816
1223,817
1223,818
1224,819
1224,820
1225,0
1226,0
1227,0
1228,0
1229,821
1230,0
1231,822
1232,0
1233,823
1234,208
1235,824
1236,0
1237,2
1238,825
1239,0
1240,826
1241,84
1242,827
1243,828
1243,829
1244,830
1245,831
1246,0
1247,832
1248,532
1249,833
1250,834
1250,835
1251,836
1252,837
1253,838
1254,839
1254,840
1255,344
1256,532
1257,841
1258,0
1259,842
1259,843
1260,844
1261,845
1262,846
1263,0
1264,847
1265,848
1266,849
1267,846
1268,595
1269,0
1270,850
1271,0
1272,0
1273,0
1274,851
1275,0
1276,0
1277,852
1278,0
1279,792
1280,853
1281,854
1281,855
1282,856
1283,0
1284,747
1285,747
1286,0
1287,857
1288,0
1289,312
1290,858
1291,859
1292,860
1293,861
1294,862
1294,863
1294,864
1294,865
1295,0
1296,866
1297,0
1298,867
1299,0
1300,0
1301,0
1302,0
1303,0
1304,477
1305,50
1306,868
1307,0
1308,869
1309,0
1310,870
1311,0
1312,871
1313,872
1314,0
1315,0
1316,873
1317,874
1318,0
1319,875
1320,876
1321,0
1322,0
1323,877
1324,878
1325,879
1326,880
1327,881
1328,879
1329,475
1330,882
1331,883
1332,0
1333,0
1334,533
1335,884
1336,0
1337,885
1338,886
1339,0
1340,0
1341,887
1342,888
1343,889
1344,890
1345,891
1346,892
1347,893
1348,894
1349,0
1350,0
1351,0
1352,895
1353,0
1354,21
1355,0
1356,0
1357,0
1358,896
1359,897
1360,160
1361,898
1362,0
1363,0
1364,0
1365,899
1366,0
1367,900
1368,901
1369,902
1370,903
1371,904
1372,0
1373,905
1374,0
1375,906
1376,0
1377,907
1378,0
1379,908
1380,909
1381,0
1382,910
1383,911
1384,0
1385,0
1386,0
1387,912
1388,913
1389,914
1390,915
1391,916
1392,917
1393,0
1394,918
1395,0
1396,0
1397,919
1398,920
1399,921
1400,922
1400,923
1401,0
1402,0
1403,0
1404,924
1405,0
1406,925
1407,617
1407,926
1408,927
1409,0
1410,928
1411,929
1412,930
1413,931
1414,757
1415,932
1415,933
1416,934
1417,935
1418,936
1419,937
1420,938
1421,939
1422,940
1422,941
1423,942
1424,943
1425,944
1426,0
1427,942
1428,0
1429,945
1430,0
1431,0
1432,0
1433,946
1434,947
1435,948
1435,949
1436,950
1437,951
1437,952
1438,0
1439,953
1440,0
1441,0
1442,954
1443,0
1444,0
1445,401
1446,955
1447,956
1448,957
1449,0
1450,0
1451,958
1452,959
1453,960
1454,961
1455,962
1456,0
1457,963
1458,0
1459,964
1460,965
1461,0
1462,966
1463,0
1464,967
1465,968
1465,969
1466,0
1467,0
1468,970
1469,971
1470,84
1471,972
1472,0
1473,973
1474,0
1475,974
1476,975
1477,0
1478,0
1479,0
1480,976
1481,0
1482,977
1483,0
1484,0
1485,978
1485,979
1486,980
1487,981
1487,982
1488,0
1489,983
1490,0
1491,984
1492,985
1493,0
1494,986
1495,566
1496,987
1497,988
1498,989
1499,990
1499,991
1500,992
1501,993
1502,629
1503,994
1504,0
1505,995
1505,996
1506,0
1507,0
1508,997
1509,0
1510,998
1511,999
1512,1000
1513,1001
1514,1002
1515,0
1516,1003
1517,0
1518,1004
1519,0
1520,1005
1521,1006
1521,1007
1521,207
1521,1008
1522,1005
1523,1005
1524,1009
1525,1010
1526,1011
1527,460
1528,0
1529,0
1530,80
1531,1012
1532,1013
1533,1014
1533,1015
1534,1016
1535,1017
1536,0
1537,1018
1538,1019
1539,0
1540,0
1541,1020
1542,1021
1542,1022
1543,1023
1544,0
1545,1024
1546,0
1547,0
1548,0
1549,0
1550,1025
1551,1026
1552,0
1553,0
1554,0
1555,0
1556,0
1557,1027
1558,1028
1559,1029
1559,1030
1560,0
1561,1031
1562,1032
1563,0
1564,1033
1565,1034
1566,1035
1567,575
1568,1017
1569,1017
1570,0
1571,0
1572,1036
1573,0
1574,0
1575,0
1576,1037
1577,1038
1578,0
1579,0
1580,0
1581,1039
1581,1040
1581,1041
1582,534
1583,771
1584,0
1585,800
1586,0
1587,1042
1588,1043
1588,1044
1588,1045
1589,1046
1590,0
1591,0
1592,1047
1592,1048
1593,1049
1594,0
1595,0
1596,410
1597,0
1598,1050
1599,1051
1600,1052
1601,1053
1602,1054
1603,1055
1604,0
1605,1056
1606,0
1607,1057
1608,0
1609,376
1610,1058
1611,692
1612,0
1613,899
1614,1059
1615,0
1616,0
1617,1060
1618,1061
1619,0
1620,0
1621,1062
1622,91
1623,0
1624,0
1625,692
1626,0
1627,1063
1628,0
1629,0
1630,1064
1631,1065
1632,1066
1633,1067
1634,1068
1635,0
1636,1069
1636,1070
1637,1071
1638,1072
1639,0
1640,0
1641,0
1642,0
1643,1073
1644,1074
1645,1075
1646,1076
1647,1077
1648,989
1649,1078
1650,0
1651,998
1652,1079
1653,1080
1654,1080
1655,737
1656,1081
1656,1082
1657,692
1658,1083
1659,0
1660,1084
1661,1085
1662,0
1663,1086
1664,1087
1665,566
1666,1088
1667,1089
1668,0
1669,0
1670,1090
1670,1091
1671,0
1672,1092
1673,0
1674,1093
1675,1094
1676,1095
1677,1096
1678,989
1679,1093
1680,212
1681,849
1682,1097
1683,989
1684,1098
1685,0
1686,1099
1687,1100
1688,0
1689,0
1690,1101
1691,1102
1691,1103
1692,1104
1693,0
1694,0
1695,1105
1695,1106
1696,1104
1697,0
1698,0
1699,0
1700,1107
1701,870
1702,0
1703,1108
1704,1109
1705,1110
1706,1111
1707,1112
1708,989
1709,0
1710,1113
1711,1114
1712,0
1713,1115
1714,1116
1715,761
1716,1117
1717,0
1718,0
1719,0
1720,0
1721,1118
1722,1119
1722,1120
1723,0
1724,0
1725,0
1726,1121
1727,0
1728,1122
1729,1123
1729,1124
1729,1125
1730,1126
1731,0
1732,1127
1733,460
1734,1128
1735,1129
1736,1130
1737,1131
1738,0
1739,0
1740,1104
1741,0
1742,1132
1743,1133
1744,1134
1745,1135
1746,0
1747,0
1748,1136
1748,1137
1749,0
1750,1138
1751,0
1752,1139
1753,1139
1754,1140
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,1141
1763,1142
1764,1143
1765,802
1766,0
1767,0
1768,920
1769,1144
1770,0
1771,1026
1772,1145
1773,1146
1774,0
1775,1147
1776,1148
1777,1149
1778,1150
1779,0
1780,0
1781,1151
1782,0
1783,0
1784,1152
1785,1153
1786,1154
1787,1155
1788,1156
1789,1157
1790,1158
1791,0
1792,0
1793,1159
1794,1160
1795,1161
1795,1162
1796,1163
1797,1164
1798,1165
1799,1166
1800,0
1801,1167
1801,1168
1802,1169
1803,1170
1804,0
1805,0
1806,1171
1806,1172
1807,1173
1808,1174
1809,1175
1810,989
1811,1176
1812,1177
1813,1178
1814,0
1815,1179
1816,984
1817,516
1818,1180
1819,1181
1820,1182
1821,1181
1822,1181
1823,1180
1824,1183
1825,1184
1826,1185
1827,1180
1828,1181
1829,0
1830,1186
1831,1187
1832,1180
1833,1188
1834,1189
1834,1190
1835,0
1836,1191
1837,1192
1837,1193
1838,0
1839,1194
1840,0
1841,445
1842,0
1843,1195
1844,1196
1845,1197
1846,1198
1847,1199
1848,0
1849,0
1850,757
1851,1200
1852,0
1853,0
1854,1201
1854,1202
1855,0
1856,1203
1856,1204
1857,1205
1858,1206
1859,1207
1860,769
1861,0
1862,1208
1863,1209
1864,1210
1865,0
1866,1211
1867,1163
1868,867
1869,0
1870,1212
1871,650
1872,0
1873,1213
1874,0
1875,1214
1875,1215
1876,0
1877,1216
1878,0
1879,0
1880,181
1881,1217
1882,1218
1883,1219
1884,1220
1885,1221
1886,0
1887,1222
1887,1223
1887,1224
1888,1225
1889,1226
1890,0
1891,0
1892,1227
1893,17
1893,18
1894,0
1895,0
1896,0
1897,258
1898,1228
1899,1229
1900,657
1901,1230
1902,1231
1903,1232
1904,1233
1905,1234
1905,1235
1906,1236
1907,0
1908,0
1909,0
1910,248
1911,0
1912,1237
1913,1238
1914,1239
1914,1240
1915,0
1916,0
1917,1241
1918,0
1919,0
1920,1242
1921,1243
1922,1244
1923,0
1924,0
1925,1245
1926,0
1927,1246
1928,1247
1929,0
1930,0
1931,1248
1932,1249
1933,0
1934,0
1935,1250
1936,1251
1937,1252
1938,1250
1939,1253
1940,1254
1941,212
1942,1207
1943,1254
1944,1255
1945,1208
1946,1256
1947,1257
1948,0
1949,0
1950,0
1951,1258
1952,0
1953,0
1954,649
1955,0
1956,0
1957,0
1958,1259
1959,0
1960,1260
1961,1261
1961,1262
1962,0
1963,1263
1964,1264
1965,1265
1966,1265
1966,1266
1967,1265
1967,1266
1968,1267
1969,1265
1970,1265
1971,1268
1972,1269
1973,1270
1974,0
1975,1271
1976,1272
1977,1273
1978,1274
1979,0
1980,0
1981,0
1982,1275
1983,1276
1984,0
1985,953
1986,1277
1987,1276
1988,1278
1989,0
1990,0
1991,0
1992,0
1993,1279
1994,0
1995,0
1996,1280
1997,1281
1998,1282
1999,1283
2000,1284
2001,1285
2002,1286
2003,0
2004,63
2005,1287
2006,1288
2007,0
2008,1289
2009,0
2010,0
2011,1290
2012,1291
2013,0
2014,0
2015,1292
2016,1293
2017,1294
2018,1295
2019,1295
2020,1296
2021,1297
2022,0
2023,1298
2024,1299
2025,651
2026,1300
2027,1301
2028,1302
2028,1303
2029,1304
2030,376
2031,1305
2032,1306
2033,0
2034,1307
2035,1308
2036,1309
2037,1310
2038,0
2039,1311
2039,1312
2040,1313
2041,0
2042,1314
2043,0
2044,1315
2045,0
2046,1316
2047,497
2048,0
2049,1317
2050,460
2051,1318
2051,1319
2052,1320
2053,1321
2054,0
2055,0
2056,1322
2057,1323
2058,1324
2059,0
2060,1325
2061,1174
2062,1326
2063,0
2064,0
2065,0
2066,1327
2067,0
2068,1328
2069,0
2070,0
2071,0
2072,1329
2073,1330
2074,0
2075,1331
2076,1332
2077,1333
2077,1334
2077,1335
2078,1336
2079,0
2080,63
2081,1337
2082,1338
2082,1339
2083,1340
2084,1341
2085,1342
2086,0
2087,0
2088,1343
2088,1344
2089,1345
2090,0
2091,1346
2092,1347
2093,1348
2094,0
2095,1349
2096,1350
2097,0
2098,0
2099,0
2100,0
2101,1351
2102,0
2103,0
2104,1352
2105,1353
2106,0
2107,0
2108,1354
2109,1355
2110,0
2111,1356
2112,93
2113,0
2114,0
2115,51
2116,1357
2117,1358
2118,1359
2119,0
2120,1360
2121,1361
2122,1362
2123,0
2124,0
2125,0
2126,0
2127,678
0,0
2129,1363
2130,1364
2131,1365
2132,769
2133,1366
2133,1367
2134,0
2135,0
2136,0
2137,0
2138,1368
2139,1280
2140,1280
2141,0
2142,1369
2143,405
2144,1370
2145,0
2146,0
2147,1371
2148,1121
2149,0
2150,1372
2151,1373
2152,0
2153,0
2154,0
2155,1374
2156,984
2157,0
2158,0
2159,0
2160,1375
2161,0
2162,1376
2163,0
2164,1377
2165,1378
2166,0
2167,1069
2167,1070
2168,1379
2169,0
2170,994
2171,0
2172,1380
2173,1381
2174,0
2175,0
2176,0
2177,471
2178,534
2179,0
2180,1382
2181,0
2182,0
2183,1383
2184,1384
2185,0
2186,1385
2186,1386
2187,1387
2188,1388
2188,1389
2189,1390
2190,0
2191,0
2192,1391
2193,0
2194,1392
2195,1393
2196,1394
2197,1395
2198,1396
2199,1397
2200,1398
2201,1399
2202,0
2203,1400
2204,0
2205,1401
2206,1402
2207,1403
2208,1404
2208,1405
2209,1081
2209,1082
2210,1406
2211,1407
2212,1408
2213,0
2214,191
2215,1409
2216,1410
2217,1411
2218,0
2219,0
2220,1412
2220,1413
2221,1414
2222,1415
2222,1416
2223,0
2224,0
2225,1417
2226,0
2227,0
2228,0
2229,1418
2229,1419
2230,0
2231,0
2232,1420
2232,1421
2233,1422
2234,1423
2235,182
2236,0
2237,0
2238,0
2239,0
2240,1424
2241,1425
2242,0
2243,1426
2244,1427
2245,1428
2245,1429
2246,1430
2247,0
2248,1431
2249,1432
2250,0
2251,1433
2252,1434
2253,1435
2254,0
2255,0
2256,0
2257,1436
2258,1437
2258,1438
2259,0
2260,1439
2261,1440
2261,1441
2262,1442
2263,1443
2263,1444
2264,1445
2265,1446
2266,1447
2267,1448
2268,1093
2268,1449
2268,1450
2268,1451
2269,1452
2270,1453
2271,146
2272,1454
2273,1455
2274,1456
2275,1457
2276,1458
2277,1228
2278,1459
2279,1460
2280,849
2281,1293
2282,1461
2283,1462
2284,1463
2285,1464
2286,1465
2286,1466
2287,1467
2288,1468
2289,199
2290,1469
2291,1470
2292,1471
2293,0
2294,0
2295,1472
2296,1473
2297,1474
2298,0
2299,0
2300,0
2301,1475
2302,0
2303,1476
2303,1477
2304,0
2305,1478
2305,1479
2306,0
2307,0
2308,1480
2309,1481
2310,1482
2311,853
2312,1483
2313,1482
2314,0
2315,585
2316,1484
2317,1485
2317,1486
2318,1487
2319,0
2320,1488
2321,0
2322,792
2323,0
2324,1489
2325,1473
2326,1490
2327,1491
2328,0
2329,1492
2330,0
2331,1493
2332,0
2333,1494
2334,1495
2335,0
2336,0
2337,1491
2338,0
2339,1496
2340,1497
2341,1497
2342,1498
2342,1499
2343,1500
2344,0
2345,1501
2346,1502
2347,0
2348,1503
2349,1504
2350,0
2351,1505
2351,1506
2352,1507
2353,0
2354,1508
2355,359
2356,0
2357,1509
2358,0
2359,1510
2360,0
2361,649
2362,359
2363,0
2364,1511
2365,1512
2365,1513
2366,359
2367,359
2368,359
2369,359
2370,359
2371,1514
2372,1495
2373,1515
2374,359
2375,1516
2376,359
2377,359
2378,1517
2379,0
2380,1518
2381,1519
2382,1489
2383,1520
2384,0
2385,0
2386,1521
2387,1232
2388,1504
2389,0
2390,1522
2391,0
2392,825
2392,1523
2393,1524
2394,92
2395,0
2396,0
2397,0
2398,1525
2399,1526
2400,0
2401,0
2402,0
2403,1527
2404,1528
2405,0
2406,453
2407,0
2408,1529
2409,0
2410,0
2411,720
2412,1530
2413,1531
2413,1532
2414,1533
2414,1534
2415,1535
2416,0
2417,1536
2418,0
2419,1537
2420,1538
2421,1093
2422,182
2423,0
2424,1539
2425,15
2426,0
2427,0
2428,1540
2429,1541
2430,1304
2431,1542
2432,1543
2433,0
2434,1544
2435,1545
2436,1544
2437,1546
2438,1547
2439,1356
2440,1548
2441,0
2442,1549
2443,1550
0,1551
2445,0
2446,1552
2447,1553
2448,0
2449,1554
2450,0
2451,0
2452,1555
2453,0
2454,0
2455,1556
2456,1557
2457,1558
2458,1559
2459,1560
2460,0
2461,359
2462,0
2463,0
2464,1561
2465,1561
2466,1562
2467,0
2468,1563
2469,1564
2470,1565
2471,1566
2472,1567
2472,1568
2473,0
2474,0
2475,725
2476,363
2477,0
2478,368
2479,1569
2479,1570
2479,1571
2480,1572
2481,1573
2481,1574
2481,1575
2481,1576
2481,1577
2482,1473
2483,1578
2484,1579
2485,1580
2486,1581
2487,0
2488,1582
2489,1583
2490,1583
2491,1584
2492,1585
2493,1586
2493,1587
2494,1588
2495,1589
2495,1590
2496,0
2497,1591
2498,879
2499,1592
2500,0
2501,1593
2502,1594
2503,1550
2504,1546
2505,1595
2506,1596
2507,1596
2508,1597
2509,0
2510,1544
2511,1595
2512,1598
2513,1548
2514,546
2515,0
2516,0
2517,1599
2518,0
2519,0
2520,0
2521,1600
2522,1601
2523,1186
2524,0
2525,0
2526,0
2527,0
2528,1602
2529,0
2530,0
2531,0
2532,825
2532,1523
2533,825
2533,1523
2534,1603
2535,1604
2536,1605
2537,189
2538,1606
2539,1607
2540,1608
2541,1370
2542,1609
2543,0
2544,1610
2545,1611
2546,1163
2547,0
2548,1612
2549,0
2550,1613
2551,1614
2552,0
2553,0
2554,1615
2554,1616
2554,1617
2554,1618
2555,0
2556,1619
2557,1620
2558,1621
2559,363
2560,1622
2561,1623
2562,1624
2563,1625
2564,1626
2565,1627
2566,1628
2567,1629
2568,777
2569,0
2570,0
2571,1026
2572,1630
2573,1026
2574,1631
2575,0
2576,0
2577,1632
2578,1633
2579,1634
2580,17
2580,18
2581,0
2582,1635
2583,617
2583,618
2584,0
2585,1636
2586,0
2587,0
2588,1637
2589,0
2590,1638
2591,0
2592,1639
2593,118
2593,119
2594,1640
2595,1640
2596,1640
2597,1641
2598,1642
2599,0
2600,0
2601,0
2602,11
2603,1643
2604,1644
2604,1645
2605,1646
2606,597
2607,0
2608,1647
2609,0
2610,0
2611,1648
2612,0
2613,806
2613,1649
2614,1650
2615,1651
2615,1652
2616,1653
2617,658
2618,1654
2619,661
2620,1655
2621,597
2622,597
2623,1656
2624,1304
2625,1657
2626,1255
2627,1658
2628,0
2629,0
2630,1659
2631,1356
2632,0
2633,897
2634,1660
2635,1661
2636,1662
2637,1663
2638,1664
2639,1304
2640,0
2641,0
2642,0
2643,1665
2644,0
2645,1666
2646,0
2647,1667
2648,1667
2649,0
2650,757
2651,1668
2652,0
